"thesis_code","section","sentence","expression_number","expression","is_reflexive","reflexivity_type","reflexivity_reasoning","scope_classification","scope_reach","scope_reasoning","L1_classification","L1_reasoning","L2_classification","L2_reasoning","L3_classification","L3_borderline","L3_reasoning","L1_borderline_is","L1_borderline_dominant","L1_borderline_secondary","L1_borderline_why","L2_borderline_is","L2_borderline_primary","L2_borderline_secondary","L2_borderline_tertiary","L2_borderline_strength","L2_borderline_why","comprehensive_justification"
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","A first bunch of statistics","False","","Refers to data (content) rather than to the text, discourse act, or participants; no self-reference.","MICRO","Labels the immediate content set presented in this sentence/table.","Despite the ordinal 'first', the phrase denotes a subset of statistics (content description), not a discourse segment.","PROP","Removal test shows loss of referential content (what is presented). No reflexivity; primary function is denotational.","","","","False","","False","","","","False","","","","","","Subject NP denotes the data subset; not self-referential and affects only the current proposition, hence propositional, micro-scope."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","the following table (tab.7.1)","True","text","Explicit reference to a text-internal element (the upcoming table) with a forward-pointing label.","MICRO","Points readers to the immediately adjacent table for this sentence’s content.","Endophoric reference typically operates locally; no evidence it organizes beyond this immediate presentation.","MD","Text-reflexivity is sufficient for MD; removal leaves content but loses discourse-navigation.","INT_ACTIVE","Organizational guidance to a text element (navigation), not stance or engagement.","Endophoric Marker","False","Prototypical internal cross-reference using 'following' and a table label.","False","","","","False","","","","","","Strong text-reflexive endophoric marker directing to Table 7.1; local guidance function → MD, Interactive, Endophoric, micro-scope."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","1","A first bunch of statistics","False","","Refers to dataset content (statistics), not to the text, discourse act, or participants.","MICRO","Labels the specific dataset presented in this clause; does not organize across sentences or sections.","Despite 'first' implying sequence, here it describes the subset of data. No clear guidance to subsequent segments is provided.","PROP","Non-reflexive referential NP; removal affects content description (what data) rather than discourse organization.","","","","False","","False","","","","False","","","","","","Subject NP describes the dataset; any sequencing is lexical within content, not metadiscursive."
"AP2","Method","A first bunch of statistics extracted from the EPA Diacorpus is provided by the following table (tab.7.1).","2","is provided by the following table (tab.7.1)","True","text","Explicit endophoric reference to a text element; 'the following' + table label points to a component within the document.","MICRO","Directs the reader to the immediately adjacent table as the locus of the data.","Typical local endophoric pointer; it navigates to a specific figure/table in the immediate context.","MD","Text-reflexivity is sufficient for metadiscourse; removal affects reader navigation rather than factual content.","INT_ACTIVE","Organizes navigation within the text rather than expressing stance or engagement.","Endophoric Marker","False","Forward-pointing reference ('the following table') with explicit label is prototypical endophoric marking.","False","","","","False","","","","","","Predicate provides a text-internal pointer to the table, guiding reader navigation (interactive endophoric MD) with local scope."
"AP2","Method","A high TTR indicates a large amount of lexical variation, while a low TTR indicates a limited lexical variation.","1","while","False","","Does not refer to text, discourse acts, or participants; it signals a relation between two propositions.","MESO","Links and contrasts the two clause-level propositions: interpretation of high TTR vs. low TTR.","Its functional reach spans two propositions by structuring their contrast; this exceeds a single proposition (micro) but does not organize larger sections (macro).","MD","By removal test, it organizes the relationship between two intact propositions; it contributes discourse organization rather than truth-conditional content.","INT_ACTIVE","Manages information flow by signaling a contrastive relation between segments (structural/organizational function).","Transitions","False","Contrastive 'while' functions like 'whereas', a prototypical Transition linking segments in opposition.","False","","","","False","","","","","","The contrastive conjunction 'while' organizes two clause-level propositions (high vs. low TTR interpretations). It is non-reflexive yet clearly metadiscursive by structuring the relation between segments (Interactive Transition) with meso-scope; removing it preserves content but removes the explicit contrast cue."
"AP2","Method","But while American EPA writers are wordier, their British colleagues seem to employ longer sentences in comparison (+3.2 words).","1","But","False","","Signals a contrastive relation between discourse segments; does not refer to the text, act, reader, or author.","MESO","Links the current sentence’s claim (British longer sentences) to the preceding sentence’s finding (American wordiness/token counts).","Functions as a transition relating two adjacent findings; typical meso-scope adversative connector.","MD","Removal preserves propositional content but disrupts the organizational relation (contrast) between findings.","INT_ACTIVE","Organizes discourse flow by marking contrast between segments (structural/organizational function).","Transition","False","Adversative transition linking prior and current findings.","False","","","","False","","","","","","Sentence-initial 'But' guides a contrast with the prior statistic; removing it leaves facts intact but weakens the inter-sentential relation, making it metadiscursive (interactive transition, meso)."
"AP2","Method","But while American EPA writers are wordier, their British colleagues seem to employ longer sentences in comparison (+3.2 words).","2","seem to","False","","Modulates commitment to the claim; does not refer to the text, act, reader, or author explicitly.","MICRO","Affects only the commitment to the specific claim about British colleagues employing longer sentences.","Epistemic stance marker operates locally on one proposition.","MD","Alters stance/commitment rather than the propositional content itself.","INT_ACTIONAL","Expresses epistemic stance (tentativeness) toward the claim.","Hedge","False","Prototypical hedge indicating reduced commitment ('seem to').","False","","","","False","","","","","","'Seem to' hedges the assertion, leaving content intact but softening commitment; interactional MD (hedge), micro-scope."
"AP2","Method","But while American EPA writers are wordier, their British colleagues seem to employ longer sentences in comparison (+3.2 words).","3","in comparison","False","","Marks a comparative relation between clause contents; not a reference to text/act/participants.","MICRO","Clarifies that the main clause should be interpreted comparatively with respect to the earlier clause/entity.","Adds explicit comparative framing to the current proposition only.","MD","Guides interpretation by making the comparison relation explicit without adding new propositional content.","INT_ACTIVE","Organizes the interpretive link (comparison) within the sentence.","Transition","False","Comparative transition marking an intra-sentential relation.","False","","","","False","","","","","","'In comparison' makes the comparative relation explicit; removal leaves content intact but weakens guidance, so it is interactive MD (transition), micro-scope."
"AP2","Method","Considering the EPA Diacorpus in its whole extension, table 7.1 highlights a difference in terms of length between American and British EPAs, covering respectively 60% (180,375 tokens) and 40% (118,763 tokens) of the overall tokens, despite texts are almost equally distributed across both areas (187 American and 191 British EPAs).","1","Considering the EPA Diacorpus in its whole extension","False","","'Considering' functions as a prepositional/circumstantial marker ('given/taking into account'), not a reference to the text, discourse act, reader, or author. It sets analytical circumstances about the research object.","MESO","Frames interpretation of the multiple quantitative assertions within the sentence (difference and token percentages).","Applies across more than a single proposition within the sentence (frame for the ensuing statistics), hence meso rather than purely micro.","MD","Removal preserves the factual content (the sentence still specifies 'overall tokens'); the phrase primarily guides how to construe the ensuing claim (scope/frame), i.e., a discourse-organizing function.","INT_ACTIVE","It organizes the presentation by setting an analytical frame rather than expressing stance or addressing readers interpersonally.","Frame Marker","False","Sentence-initial scope-setting that delineates the analytical perspective is a prototypical frame-marking function in method/reporting contexts.","False","","","","False","","","","","","Non-reflexive, sentence-level framing of analytical scope; removal leaves content intact but loses guidance, so MD→Interactive→Frame Marker with meso reach."
"AP2","Method","Considering the EPA Diacorpus in its whole extension, table 7.1 highlights a difference in terms of length between American and British EPAs, covering respectively 60% (180,375 tokens) and 40% (118,763 tokens) of the overall tokens, despite texts are almost equally distributed across both areas (187 American and 191 British EPAs).","2","table 7.1 highlights","True","text","Explicit reference to a component of the text (Table 7.1) creates an internal textual pointer.","MICRO","Points readers to the specific visual evidence/source for the immediate claim.","Guides the local presentation and source attribution for this specific comparison.","MD","Text-reflexivity is sufficient for metadiscourse; removing it leaves the factual comparison intact.","INT_ACTIVE","Organizational guidance to an internal resource rather than stance-taking.","Endophoric Marker","True","Primary function is endophoric pointing; secondarily, the table serves as an elaborative code gloss of the statistics.","False","","","","True","Endophoric Marker","Code Gloss","","PRIMARY dominant, SECONDARY moderate","References a text-internal location (primary) while the table also elaborates/visualizes the claim (secondary).","Text-reflexive pointer to Table 7.1 guiding readers to internal evidence (Interactive→Endophoric), with secondary elaborative function."
"AP2","Method","Considering the EPA Diacorpus in its whole extension, table 7.1 highlights a difference in terms of length between American and British EPAs, covering respectively 60% (180,375 tokens) and 40% (118,763 tokens) of the overall tokens, despite texts are almost equally distributed across both areas (187 American and 191 British EPAs).","3","despite texts are almost equally distributed across both areas","False","","Signals a concessive relation between propositions about corpus statistics; no reference to text or participants.","MICRO","Relates two elements within the same sentence (60/40 tokens vs near-equal text counts).","Connects immediate propositions in a local contrast.","MD","Organizes the logical relationship between co-textual propositions; content remains if removed.","INT_ACTIVE","Structuring/relational guidance rather than interpersonal stance.","Transition","False","Prototypical concessive transition marking contrast.","False","","","","False","","","","","","Non-reflexive concessive connective that organizes a contrast locally (Interactive→Transition)."
"AP2","Method","Eventually, the mean sentence length of the corpus was calculated, which is 21.04","1","Eventually","False","","Signals sequencing of methodological steps; does not refer to text, act, reader, or author.","MESO","Connects this reported step (mean sentence length calculation) to prior steps in the Methods paragraph.","Functions to order steps within the methodological unit rather than modify a single proposition or frame the entire section.","MD","Removal test: truth-conditional content is intact; what is lost is guidance about the sequence/stage in the procedure.","INT_ACTIVE","Organizes and guides readers through the procedure sequence (structural/organizational function).","Frame Marker","True","Primarily a sequencer typical of Frame Markers in Methods (final step). Also signals a temporal relation across steps (secondary Transition). Frame Marker is dominant by scope and genre.","False","","","","True","Frame Marker","Transition","","PRIMARY moderately dominant","In Methods, sentence-initial sequencers chiefly mark procedural stages (Frame Marker). Temporal linking between steps motivates secondary Transition reading.","‘Eventually’ organizes the sequence of methodological steps across the paragraph (meso). Removing it preserves content but loses sequencing. In Methods genre, it functions as an Interactive Frame Marker (sequencer), with a secondary temporal Transition nuance."
"AP2","Method","Eventually, the mean sentence length of the corpus was calculated, which is 21.04","2","was calculated","False","","Reports an action on data; no reference to text/act/participants.","MICRO","Limited to reporting this specific analytical action.","Encodes the truth-conditional action rather than organizing surrounding discourse.","PROP","Conveys factual, truth-conditional content about what was done to the corpus.","","","","False","","False","","","","False","","","","","","‘Was calculated’ reports the research action (truth-conditional), with purely local scope."
"AP2","Method","Exploring the decades, at least two periods seem to be particularly relevant in terms of change and worth of further investigation: between the 1960s and the 1970s, when the value of STTR shrinks down, quiet unexpectedly, from 43.72 to 41.5, and between the 1970s and the 1980s, when, on the contrary, a rapid growth is evidenced, from 41.5 and 44.3.","1","Exploring the decades","True","act","Refers to the ongoing analytical act (examining decades) and explicitly frames the discourse procedure.","MESO","Frames the local analytical segment comparing two decade spans within the current complex sentence/paragraph.","Functions as an organizing frame for a coherent segment (not just one proposition, not entire section).","MD","Discourse-act reflexivity; removal leaves propositional content intact but guidance on the analytical stage is lost.","INT_ACTIVE","Organizes and orients the reader to the structure of the analysis (stage/topic framing).","Frame Marker","False","Announces the analytic focus and signals the onset of a discourse stage.","False","","","","False","","","","","","Introductory participial frame is discourse-act reflexive, organizing the move to decade-level analysis across the sentence/segment (meso), not adding new data."
"AP2","Method","Exploring the decades, at least two periods seem to be particularly relevant in terms of change and worth of further investigation: between the 1960s and the 1970s, when the value of STTR shrinks down, quiet unexpectedly, from 43.72 to 41.5, and between the 1970s and the 1980s, when, on the contrary, a rapid growth is evidenced, from 41.5 and 44.3.","2","seem to be particularly relevant","False","","Does not refer to the text/act/participants; modulates stance toward the claim about two periods.","MICRO","Affects only this specific claim about the two periods’ importance.","Hedge and evaluative stance target only this proposition.","MD","Removal test: content remains while stance (caution/evaluation) is lost; thus a metadiscursive stance device rather than new factual content.","INT_ACTIONAL","Expresses epistemic caution ('seem') and evaluative stance ('particularly relevant').","Hedge","True","Besides hedging via 'seem', 'particularly relevant' conveys evaluation typical of Attitude Markers.","False","","","","True","Hedge","Attitude Marker","","PRIMARY moderately dominant","'Seem' scopes over the predicate (hedge) while 'particularly relevant' adds evaluative stance.","Composite predicate mainly hedges commitment and also evaluates importance; scope is local to the claim, so interactional MD (Hedge primary; Attitude secondary)."
"AP2","Method","Exploring the decades, at least two periods seem to be particularly relevant in terms of change and worth of further investigation: between the 1960s and the 1970s, when the value of STTR shrinks down, quiet unexpectedly, from 43.72 to 41.5, and between the 1970s and the 1980s, when, on the contrary, a rapid growth is evidenced, from 41.5 and 44.3.","3","worth of further investigation","True","act","References future research/analytical acts, projecting a discourse activity.","MICRO","Evaluates these two periods and signals a local research implication.","A stance/evaluation toward the immediate finding rather than an organizer of larger spans.","MD","Reflexive reference to research action; removal leaves facts but removes evaluative/research-direction cue.","INT_ACTIONAL","Expresses the writer’s evaluation of importance and implications.","Attitude Marker","False","Values the periods as deserving further study—prototypical importance/valuation stance.","False","","","","False","","","","","","Evaluative stance signaling that these periods merit additional analysis; local interactional MD (Attitude Marker)."
"AP2","Method","From a diachronic perspective, EPAs have become not only longer but also more syntactically developed and lexically richer over time: their length has more than doubled, from about 40 thousand tokens in the 1950s to more than 80 thousand tokens in the 2000s.","1","From a diachronic perspective","True","act","Frames the discourse act/analytical lens adopted by the author (a diachronic viewpoint), referring to how the ensuing discourse is conducted rather than to world content.","MESO","Sets the interpretive lens for the cluster of time-based findings (current sentence and the subsequent continuation on words per sentence and lexical variety).","Functions as a framing device for a sequence of related diachronic claims; context after confirms continuation of the same temporal lens.","MD","Discourse-act reflexivity is sufficient for MD; removal preserves content but loses organizational guidance.","INT_ACTIVE","Organizes and frames how to interpret ensuing propositions (guides text structure rather than expressing stance).","Frame Marker","False","Announces/labels the analytical perspective, signaling a discourse stage/shift typical of frame markers.","False","","","","False","","","","","","Sentence-initial PP frames the author’s analytical stance (discourse-act reflexive), guiding readers to interpret multiple time-based findings through a diachronic lens. This yields MESO scope and classifies as Interactive Frame Marker."
"AP2","Method","It has to be noted that larger corpora give lower values for TTR; therefore, it is better to consider the standardised type/token ratio (STTR), “calculated for the first 1,000 running words, then calculated afresh for the next 1,000, and so on to the end of your text or corpus” (Scott 2007).","1","It has to be noted that","True","reader","Directs the reader’s cognitive act (to note) about the upcoming information; reader-discourse reflexive.","MESO","Frames the caveat about TTR and sets up the consequent methodological recommendation to use STTR within the same sentence-level argumentative segment.","Functionally reaches across two linked propositions (premise → consequence), managing reader attention over a small argumentative segment, not just a single clause.","MD","Reflexivity is present; removal leaves propositional content intact but loses guidance/engagement.","INT_ACTIONAL","Primarily engages/directs the reader to attend to an important methodological point.","Engagement Marker","False","Obligation form functions as a directive to the reader (a prototypical engagement strategy); the deontic element serves the directive rather than constituting an independent attitude type.","False","","","","False","","","","","","Reader-directed framing of a key caveat that sets up the ensuing recommendation (MESO); classic engagement marker with reflexive directive force."
"AP2","Method","It has to be noted that larger corpora give lower values for TTR; therefore, it is better to consider the standardised type/token ratio (STTR), “calculated for the first 1,000 running words, then calculated afresh for the next 1,000, and so on to the end of your text or corpus” (Scott 2007).","2","therefore","False","","Signals a consequential relation between propositions; does not self-reference text/participants.","MESO","Connects the premise (TTR decreases with corpus size) to the recommendation (use STTR), spanning two independent propositions.","Connects 2 propositions in an argument chain; functional reach is inter-propositional, not confined to a single clause.","MD","Removal leaves content but obscures the discourse relation; functions to organize reasoning.","INT_ACTIVE","Structurally guides readers through a logical transition.","Transition","False","Prototypical logical-consequence connective linking propositions.","False","","","","False","","","","","","Inter-propositional logical connector (MESO) organizing the local argument; clear Interactive Transition."
"AP2","Method","It has to be noted that larger corpora give lower values for TTR; therefore, it is better to consider the standardised type/token ratio (STTR), “calculated for the first 1,000 running words, then calculated afresh for the next 1,000, and so on to the end of your text or corpus” (Scott 2007).","3","(Scott 2007)","False","","Attributes information to an external source; no self-reference to this discourse.","MICRO","Attributes the immediately preceding definition of STTR to its source.","Affects only the local attribution of this specific information.","MD","Organizes evidential support and intertextual linkage without changing propositional content.","INT_ACTIVE","Manages sources and information flow rather than stance/engagement.","Evidential","False","Standard author–year citation providing source attribution.","False","","","","False","","","","","","Local evidential attribution (MICRO) managing intertextual support; Interactive Evidential."
"AP2","Method","The EPA Diacorpus amounts to 299,138 tokens and 20,384 word types.","1","The EPA Diacorpus amounts to 299,138 tokens and 20,384 word types.","False","","Refers to properties of the dataset (object of study), not to the text, discourse act, author, or reader.","MICRO","Encodes a single quantitative fact about corpus size within this clause.","It provides truth-conditional methodological data rather than guiding discourse beyond the immediate clause.","PROP","No reflexivity and the removal test shows loss of content-only information (quantitative facts). No organizing, stance, or engagement function.","","","","False","","False","","","","False","","","","","","A fully integrated declarative reporting a quantitative property of the dataset. Non-reflexive; scope limited to this clause; purely propositional with no metadiscourse function."
"AP2","Method","The EPA Diacorpus amounts to 299,138 tokens and 20,384 word types.","2","The EPA Diacorpus","","","","","","","","","","","","","","","","","","","","","","","",""
"AP2","Method","The EPA Diacorpus amounts to 299,138 tokens and 20,384 word types.","3","amounts to","","","","","","","","","","","","","","","","","","","","","","","",""
"AP2","Method","The vocabulary size of EPA Diacorpus and its sections was derived using a program suite largely acknowledged in linguistics, WordSmith Tools 5 (Scott 2007).","1","largely acknowledged in linguistics","False","","Evaluates the external status of the tool in the discipline; does not refer to this text, its discourse acts, or participants.","MICRO","Locally validates the specific tool choice within the NP; does not organize surrounding clauses or sections.","Its functional impact is confined to evaluating/endorsing the named tool at the point of mention.","BORDER","Genuine dual function: (a) Propositional characterization of the tool's disciplinary status; (b) Metadiscursive stance that justifies and bolsters the methodological choice. Removal preserves the core content but loses guidance persuading readers of the tool’s acceptability.","INT_ACTIONAL","Expresses authorial stance by appealing to disciplinary consensus to validate the method; it does not organize text but modulates evaluation for readers.","Booster","False","The intensifier 'largely' plus 'acknowledged' asserts strong acceptance, boosting the claim and closing down potential doubt about the tool.","True","MD","PROP","Simultaneously presents a world claim (tool widely accepted) and guides reader evaluation of method; the primary rhetorical effect is to legitimize the choice.","False","","","","","","Stance-bearing NP modifier that primarily boosts the acceptability of the chosen software. While it describes a property of the tool (propositional), its dominant role is persuasive, thus L1 borderline with MD dominant; interactional Booster at micro-scope."
"AP2","Method","The vocabulary size of EPA Diacorpus and its sections was derived using a program suite largely acknowledged in linguistics, WordSmith Tools 5 (Scott 2007).","2","(Scott 2007)","False","","Points to an external source rather than to the ongoing text/discourse act; reflexivity not required for MD here.","MICRO","Attributes the named tool to its source; locally links to the literature.","Standard citation function limited to immediate reference.","MD","Guides readers to the source, creating an intertextual link; removal loses discourse guidance but not core propositional content.","INT_ACTIVE","Organizes discourse by linking to external texts (disciplinary context) rather than expressing stance.","Evidential","False","Canonical evidential citation attributing the tool to an external source.","False","","","","False","","","","","","Sentence-final citation serves as an interactive evidential linking the tool to its source; removal loses intertextual guidance but not core content."
"AP2","Method","Tokens simply denote all the running words of a spoken or written text and if a specific word form occurs more often, these occurrences are counted as well.","1","simply","False","","Does not refer to text, discourse act, reader, or author; it modulates the evaluative framing of the definition.","MICRO","Frames only the current definitional proposition about tokens as straightforward.","Functional reach is local to the proposition; it expresses stance rather than organizing discourse.","MD","It affects how the proposition is presented (stance) without adding domain content to the definition.","INT_ACTIONAL","Expresses the writer’s evaluative stance toward the proposition rather than structuring relations between text segments.","Attitude Marker","False","'Simply' evaluates the complexity of the definition as straightforward. It does not boost epistemic certainty (typical of boosters) nor provide an explicit reformulation (required for code glosses).","False","","","","False","","","","","","Clause-medial stance adverb with micro reach. Removal preserves definitional content but removes evaluative framing, indicating MD. Function is Interactional: an Attitude Marker presenting the definition as straightforward, not strengthening epistemic commitment or reformulating content."
